question,sentence,label,idx
New broadcast regulations from the FCC in 1968 allowed companies to own a maximum of how many radio stations?,"In 1968, ABC took advantage of new FCC ownership regulations that allowed broadcasting companies to own a maximum of seven radio stations nationwide in order to purchase Houston radio stations KXYZ and KXYZ-FM for $1 million in shares and $1.5 million in bonds.",0,109
What was a plugs-out test done to simulate on the LC-34?,"A ""plugs-out"" test was planned for January, which would simulate a launch countdown on LC-34 with the spacecraft transferring from pad-supplied to internal power.",0,1050
Who transported Tesla's ashes from the US.,"In 1957, Kosanović's secretary Charlotte Muzar transported Tesla's ashes from the United States to Belgrade.",0,3154
The sieve of Eratosthenes would not be valid if what were true?,"Similarly, the sieve of Eratosthenes would not work correctly if 1 were considered a prime: a modified version of the sieve that considers 1 as prime would eliminate all multiples of 1 (that is, all other numbers) and produce as output only the single number 1.",0,1493
What was the name of the play performed in the 1970's?,"In the early 1970s, Trevor Martin played the role in Doctor Who and the Daleks in the Seven Keys to Doomsday.",0,3572
What issue has been plaguing the civil disobedience movement.,"It has been argued that the term ""civil disobedience"" has always suffered from ambiguity and in modern times, become utterly debased.",0,887
What was the name of the character known as the Time Lady?,"One of the roles of the companion is to remind the Doctor of his ""moral duty"".",1,4800
How many horsepower did Tesla's bladeless turbine have?,"During 1910–1911 at the Waterside Power Station in New York, several of his bladeless turbine engines were tested at 100–5,000 hp.",1,2980
What did the Public Health Cigarette Smoking Act ban?,"On January 17, 1972, Elton Rule was named President and Chief Operating Officer of ABC a few months after Goldenson reduced his role in the company after suffering a heart attack.",1,3076
How long did it take for the Theses to spread through Europe?,"Within two weeks, copies of the theses had spread throughout Germany; within two months, they had spread throughout Europe.",0,1767
What is Raghuram Rajan's career?,"This has given the American economy a tendency to go ""from bubble to bubble"" fueled by unsustainable monetary stimulation.",1,1381
"Even in large firms, architects, interior designers, engineers, developers, construction managers, and general contractors were more likely to be what?","Presently, a firm that is nominally an ""architecture"" or ""construction management"" firm may have experts from all related fields as employees, or to have an associated company that provides each necessary skill.",1,899
How is Genghis Khan spelled in Turkic?,Temüjin is written in Chinese as simplified Chinese: 铁木真; traditional Chinese: 鐵木眞; pinyin: Tiěmùzhēn.,1,1104
What government agency supervised Buddhist monks?,The top-level department and government agency known as the Bureau of Buddhist and Tibetan Affairs (Xuanzheng Yuan) was set up in Khanbaliq (modern Beijing) to supervise Buddhist monks throughout the empire.,0,2542
The papers of which famous English Victorian author are collected in the library?,Writers whose papers are in the library are as diverse as Charles Dickens and Beatrix Potter.,0,4173
What occurs when electron clouds overlap from different atoms?,"When their electron clouds overlap, Pauli repulsion (due to fermionic nature of electrons) follows resulting in the force that acts in a direction normal to the surface interface between two objects.:93 The normal force, for example, is responsible for the structural integrity of tables and floors as well as being the force that responds whenever an external force pushes on a solid object.",0,4999
"According to the humoral theory of immunity, what were the bodies immune agents?","In contrast, the humoral theory of immunity, held, among others, by Robert Koch and Emil von Behring, stated that the active immune agents were soluble components (molecules) found in the organism’s “humors” rather than its cells.",0,888
Who besides the Russians are often left out of the colonialism debat?,"Imperialism and colonialism have been used in order to describe one's superiority, domination and influence upon a person or group of people.",1,5122
What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,"To further highlight the difference between a problem and an instance, consider the following instance of the decision version of the traveling salesman problem: Is there a route of at most 2000 kilometres passing through all of Germany's 15 largest cities?",1,3344
When did Washington reach Fort Le Boeuf?,"To counter the French military presence in Ohio, in October 1753 Dinwiddie ordered the 21-year-old Major George Washington (whose brother was another Ohio Company investor) of the Virginia Regiment to warn the French to leave Virginia territory.",1,1289
