premise,hypothesis,idx,label
"DAYTON, Ohio. A cargo plane bound for Montreal with a small quantity of hazardous chemicals crashed and exploded shortly after takeoff.",Dayton is located in Ohio.,2134,0
This case is one of the first to be prosecuted under a new U.S. law regulating unwanted e-mail.,There is a new U. S. law that bans e-mail.,704,1
"The country's largest private employer, Wal-Mart Stores Inc., is being sued by a number of its female employees who claim they were kept out of jobs in management because they are women.",Wal-Mart sued for sexual discrimination,1789,0
"By 45,000 years ago, humans had weathered the comings and goings of a number of ice ages, had spread themselves throughout most of Africa, Europe and Asia, and had reached a population of roughly a million.","Humans existed 10,000 years ago.",1713,0
The National Park Trust identified 20 high-priority sites - including the Blue Ridge Parkway in North Carolina and Virginia and Everglades National Park in Florida - as areas with private property that could be sold.,Everglades National Park is located in Florida.,988,0
"One day after pledging to undertake one of history's largest reconstruction efforts, President Bush served notice yesterday, that rebuilding the hurricane-ravaged Gulf Coast will require spending cuts elsewhere in the federal budget","Amid growing concern among congressional Republicans about the huge cost of the planned reconstruction effort, Bush said the federal government could foot the bill without resorting to a tax increase.",1797,1
"One year after shareholders approved a massive expansion in its pool of stock options, eBay is asking for more.",Shareholders approved expansion for one year.,2150,1
"To break the grinding cycle of debt and poverty, Yunus loaned $27 to Begum and more than 40 of her neighbours in the village of Joba. He allowed them to pay him back over the next year as their businesses started to produce stable profits.",Some people in the village of Joba received loans from Yunus.,1062,0
A charity today joined forces with Glasgow's new Lord Provost to launch a campaign to help the Russian city's twin. A convoy of aid is being sent to Rostov-on-Don next month by The Caring City Organisation.,Rostov-on-Don is a Russian city whose twin is Glasgow.,1542,0
Schroder Investment Management has indicated its intention to accept Revival's offer to buy retailer Marks & Spencer.,Revival tries to take over Marks & Spencer Group.,235,0
"Judie Vivian, chief executive at ProMedica, a medical service company that helps sustain the 2-year-old Vietnam Heart Institute in Ho Chi Minh City (formerly Saigon), said that so far about 1,500 children have received treatment.",The previous name of Ho Chi Minh City was Saigon.,3,0
"For hundreds of family members holed up in a hotel not far from the Stockholm ferry terminal, where the boat Estonia was to have docked Wednesday morning after an overnight trip from the Estonian capital of Tallinn, the suspended rescue effort was just the latest in a day of heartbreaking reports.",The Estonia set sail from Tallinn.,194,0
"SEATTLE — United Nations gang leader Clay Roueche should spend at least 30 years behind bars after his surprise guilty plea here Tuesday for conspiracy to smuggle cocaine, marijuana and illicit drug profits, U.S. Attorney Jeffrey Sullivan said. Sullivan said outside court that Roueche's leadership of the violent UN gang and the sophistication of the international drug conspiracy will all be factors used to argue for a longer sentence — up to life — for the 33-year-old Canadian. And he stressed that the plea agreement reached with Roueche did not include ""any kind of break with respect to sentencing."".",Clay Roueche is 33 years old.,76,0
"As with the Babylonian New Year, the Chinese New Year, which occurred on the 1st of February in 2003, the day before Groundhog Day, is correlated to the beginning of spring.",The Chinese New Year's Day falls on the 1st of February in 2003.,1310,0
Anorexia in males accounted for approximately six percent of cases seen in an eating disorder clinic.,Anorexia becomes common in males.,2344,1
"While civilians ran for cover or fled to the countryside, Russian forces were seen edging their artillery guns closer to Grozny, and Chechen fighters were offering little resistance.",Grozny is the capital of Chechnya.,1893,1
"An American journalist of Russian descent, Klebnikov was shot four times by at least one assassin in a passing car as he stepped outside his office that evening in Moscow.",Vladislav Listyev was murdered in Moscow.,133,1
"Some observers say the partnership between Google and NASA Ames could create a new hub of technological innovation in Silicon Valley, an area gutted by the technology bust.","Google's blockbuster partnership with NASA Ames Research Center is leaving local officials, environmentalists and Silicon Valley landlords feeling left out of the party.",418,1
"Saudi Arabia, the biggest oil producer in the world, was once a supporter of Osama bin Laden and his associates who led attacks against the United States.",Saudi Arabia is a key U.S. ally.,1932,1
"Tom Cruise has returned to The Oprah Winfrey Show and talked about his love for Katie Holmes, but this time he was denying marital problems instead of jumping on the couch to prove his passion for the young actress. ""That's laughable to me,"" Cruise said when Winfrey told him there was speculation that ""what you and Katie have is not real"". It was the first time Cruise appeared on the show since his couch-hopping stunt three years ago drew a flood of satire and ridicule. ""It was something that I just felt that way, and I feel that way about her. That's just how I felt,"" he said in the interview, which aired on Friday in the US.",Tom Cruise is married to Oprah Winfrey.,1525,1
